withdrawal_id,complaint_id,account_id,atm_id,amount,withdrawn_at
WD-000396,CMP-000438,ACC-000140,ATM-00015,847.99,2026-06-04 08:59:26
WD-000397,CMP-000439,ACC-000823,ATM-00108,2785.18,2026-07-06 06:35:55
WD-000400,CMP-000442,ACC-000183,ATM-00015,6167.7,2026-08-02 20:09:58
WD-000401,CMP-000444,ACC-000010,ATM-00020,6113.47,2026-07-25 17:53:20
WD-000402,CMP-000445,ACC-000004,ATM-00035,167428.53,2026-06-21 21:08:43
WD-000403,CMP-000446,ACC-000206,ATM-00084,21310.83,2026-07-19 06:05:57
WD-000404,CMP-000447,ACC-000027,ATM-00282,1716.24,2026-06-17 21:15:54
WD-000405,CMP-000448,ACC-000087,ATM-00024,2655.87,2026-08-06 08:38:13
WD-000406,CMP-000449,ACC-000100,ATM-00056,46789.45,2026-08-07 22:49:57
WD-000408,CMP-000451,ACC-000082,ATM-00340,151832.14,2026-06-18 10:28:05
WD-000409,CMP-000452,ACC-000550,ATM-00027,11147.08,2026-06-20 17:29:53
WD-000410,CMP-000453,ACC-000067,ATM-00021,740.39,2026-07-05 05:05:59
WD-000411,CMP-000454,ACC-000077,ATM-00241,28398.29,2026-07-24 18:18:49
WD-000413,CMP-000456,ACC-000877,ATM-00025,145924.82,2026-08-14 10:20:11
WD-000415,CMP-000458,ACC-000195,ATM-00109,1950.57,2026-07-04 17:45:03
WD-000418,CMP-000462,ACC-000014,ATM-00076,2466.77,2026-08-08 09:03:49
WD-000419,CMP-000464,ACC-000081,ATM-00007,29222.33,2026-08-01 17:58:00
WD-000420,CMP-000465,ACC-000933,ATM-00048,7193.43,2026-07-30 06:58:41
WD-000421,CMP-000466,ACC-000182,ATM-00029,39564.67,2026-07-27 06:05:27
WD-000422,CMP-000467,ACC-000823,ATM-00017,1358.58,2026-07-29 14:50:33
WD-000423,CMP-000469,ACC-000193,ATM-00371,5447.09,2026-08-02 03:54:19
WD-000424,CMP-000470,ACC-000213,ATM-00052,7579.53,2026-07-26 00:06:46
WD-000426,CMP-000472,ACC-000970,ATM-00032,1583.35,2026-06-24 20:13:00
WD-000428,CMP-000474,ACC-000079,ATM-00257,3574.56,2026-07-16 11:09:43
WD-000429,CMP-000475,ACC-000182,ATM-00022,1906.85,2026-08-09 06:19:36
WD-000430,CMP-000476,ACC-000487,ATM-00019,14234.51,2026-07-09 19:58:13
WD-000432,CMP-000478,ACC-000197,ATM-00042,4946.4,2026-06-12 14:07:43
WD-000433,CMP-000479,ACC-000042,ATM-00087,2032.45,2026-07-30 21:50:12
WD-000434,CMP-000481,ACC-000084,ATM-00043,10341.64,2026-07-01 13:04:42
WD-000435,CMP-000482,ACC-000208,ATM-00032,3242.14,2026-07-16 09:41:05
WD-000436,CMP-000483,ACC-000008,ATM-00046,3404.76,2026-07-09 07:04:02
WD-000437,CMP-000485,ACC-000081,ATM-00011,6847.42,2026-07-29 08:39:34
WD-000438,CMP-000486,ACC-000035,ATM-00297,2045.34,2026-07-23 02:25:00
WD-000440,CMP-000488,ACC-000004,ATM-00286,36537.63,2026-07-09 20:07:22
WD-000441,CMP-000489,ACC-000184,ATM-00340,30339.14,2026-06-29 04:02:02
WD-000442,CMP-000490,ACC-000084,ATM-00036,3543.0,2026-06-26 17:26:23
WD-000443,CMP-000491,ACC-000005,ATM-00058,504.53,2026-06-13 17:49:14
WD-000444,CMP-000492,ACC-000077,ATM-00037,6749.57,2026-07-04 04:51:33
WD-000445,CMP-000493,ACC-000100,ATM-00034,1641.49,2026-07-29 10:02:01
WD-000447,CMP-000495,ACC-000773,ATM-00016,11740.64,2026-06-15 04:42:12
WD-000448,CMP-000496,ACC-000077,ATM-00048,11164.82,2026-07-30 12:46:20
WD-000449,CMP-000497,ACC-000865,ATM-00027,26711.05,2026-08-22 08:38:53
WD-000451,CMP-000499,ACC-000032,ATM-00153,6025.85,2026-06-02 17:08:00
WD-000452,CMP-000500,ACC-001103,ATM-00023,1433.65,2026-07-27 19:21:04
WD-000453,CMP-000501,ACC-000020,ATM-00037,1063.28,2026-07-31 05:30:35
WD-000454,CMP-000502,ACC-000185,ATM-00011,4216.71,2026-08-15 11:20:06
WD-000455,CMP-000503,ACC-000111,ATM-00049,8908.25,2026-06-05 18:41:58
WD-000456,CMP-000504,ACC-000186,ATM-00067,4711.29,2026-07-31 05:18:08
WD-000457,CMP-000505,ACC-000141,ATM-00032,8181.84,2026-06-23 22:21:08
WD-000458,CMP-000507,ACC-000222,ATM-00381,8656.86,2026-07-11 11:04:48
WD-000459,CMP-000508,ACC-000118,ATM-00034,19506.63,2026-07-17 04:35:49
WD-000460,CMP-000509,ACC-000921,ATM-00398,966926.65,2026-06-14 12:14:07
WD-000461,CMP-000510,ACC-000037,ATM-00093,1498.49,2026-07-17 09:41:18
WD-000462,CMP-000511,ACC-000022,ATM-00355,1529.89,2026-08-28 08:46:48
WD-000463,CMP-000512,ACC-000041,ATM-00189,2975.14,2026-08-24 09:09:40
WD-000464,CMP-000513,ACC-000596,ATM-00084,382.03,2026-07-30 14:06:53
WD-000467,CMP-000517,ACC-000018,ATM-00038,1115.09,2026-08-17 03:05:55
WD-000468,CMP-000518,ACC-000143,ATM-00015,2588.63,2026-07-23 20:52:23
WD-000469,CMP-000519,ACC-000193,ATM-00117,63431.26,2026-08-14 20:44:49
WD-000471,CMP-000522,ACC-000160,ATM-00025,570.38,2026-07-23 14:22:51
WD-000472,CMP-000523,ACC-000177,ATM-00014,3005.01,2026-06-11 19:15:58
WD-000473,CMP-000524,ACC-000105,ATM-00040,3972.47,2026-08-03 20:02:34
WD-000474,CMP-000525,ACC-000139,ATM-00012,4650.06,2026-06-10 20:31:05
WD-000475,CMP-000526,ACC-000003,ATM-00352,195089.17,2026-08-14 00:52:06
WD-000476,CMP-000528,ACC-000166,ATM-00033,4945.7,2026-08-25 10:01:34
WD-000478,CMP-000530,ACC-000034,ATM-00063,3682.22,2026-06-09 13:53:30
WD-000479,CMP-000531,ACC-000003,ATM-00041,6732.48,2026-08-22 12:19:35
WD-000480,CMP-000533,ACC-000100,ATM-00060,72776.46,2026-06-02 14:46:28
WD-000481,CMP-000534,ACC-000347,ATM-00342,2355.3,2026-08-11 13:33:50
WD-000482,CMP-000536,ACC-000052,ATM-00356,1388.97,2026-07-03 22:21:40
WD-000483,CMP-000537,ACC-000529,ATM-00028,8860.61,2026-07-18 19:30:21
WD-000484,CMP-000538,ACC-000126,ATM-00057,4021.28,2026-06-27 19:52:23
WD-000485,CMP-000539,ACC-000140,ATM-00107,2570.69,2026-07-13 08:46:53
WD-000487,CMP-000541,ACC-000014,ATM-00059,6028.66,2026-06-18 07:06:10
WD-000488,CMP-000542,ACC-000052,ATM-00023,2721.14,2026-07-13 05:31:38
WD-000489,CMP-000543,ACC-000052,ATM-00307,2183.1,2026-06-19 04:48:41
WD-000490,CMP-000544,ACC-000047,ATM-00312,6264.85,2026-06-01 14:30:31
WD-000491,CMP-000545,ACC-000021,ATM-00009,1857.34,2026-07-02 01:12:09
WD-000492,CMP-000546,ACC-001178,ATM-00024,19055.98,2026-08-03 17:56:21
WD-000494,CMP-000548,ACC-000204,ATM-00038,23966.26,2026-08-27 01:50:49
WD-000495,CMP-000549,ACC-000059,ATM-00148,341087.52,2026-08-02 05:36:30
WD-000496,CMP-000550,ACC-000727,ATM-00029,2224.6,2026-06-22 04:56:59
WD-000497,CMP-000551,ACC-000024,ATM-00009,7748.44,2026-07-30 05:53:38
WD-000498,CMP-000552,ACC-000318,ATM-00057,600287.7,2026-08-12 17:15:28
WD-000499,CMP-000553,ACC-000019,ATM-00034,1152.4,2026-06-24 20:53:34
WD-000500,CMP-000554,ACC-000050,ATM-00057,9992.98,2026-07-22 06:28:21
WD-000501,CMP-000555,ACC-000113,ATM-00039,47128.38,2026-07-25 20:56:30
WD-000502,CMP-000556,ACC-000197,ATM-00231,55415.86,2026-06-20 06:16:57
WD-000505,CMP-000559,ACC-000119,ATM-00047,17119.83,2026-07-15 15:09:49
WD-000506,CMP-000560,ACC-000380,ATM-00002,3162.26,2026-07-25 15:39:18
WD-000507,CMP-000561,ACC-001127,ATM-00009,11150.44,2026-07-08 23:28:38
WD-000508,CMP-000562,ACC-000996,ATM-00109,1747.29,2026-06-08 12:47:52
WD-000511,CMP-000565,ACC-000064,ATM-00104,6350.18,2026-08-02 09:03:53
WD-000512,CMP-000566,ACC-000032,ATM-00026,539.03,2026-08-26 16:29:40
WD-000513,CMP-000567,ACC-000944,ATM-00026,13388.81,2026-07-07 04:08:15
WD-000514,CMP-000569,ACC-000053,ATM-00260,1313.66,2026-06-18 13:58:25
WD-000515,CMP-000570,ACC-000074,ATM-00067,37844.27,2026-06-22 15:16:56
WD-000516,CMP-000571,ACC-000028,ATM-00055,154702.53,2026-07-15 13:54:50
WD-000517,CMP-000572,ACC-001089,ATM-00048,7516.48,2026-08-20 06:22:19
WD-000518,CMP-000573,ACC-000075,ATM-00034,3901.77,2026-06-19 06:16:52
WD-000519,CMP-000574,ACC-000463,ATM-00107,86954.2,2026-08-18 13:45:27
WD-000520,CMP-000575,ACC-000079,ATM-00013,1903.78,2026-08-26 08:21:59
WD-000521,CMP-000576,ACC-000043,ATM-00051,2646.54,2026-06-04 07:40:30
WD-000523,CMP-000578,ACC-000092,ATM-00002,6032.43,2026-06-21 17:27:02
WD-000524,CMP-000579,ACC-000352,ATM-00053,2039.67,2026-06-27 01:12:09
WD-000525,CMP-000581,ACC-000535,ATM-00005,19592.78,2026-07-02 07:37:49
WD-000526,CMP-000582,ACC-000343,ATM-00005,5633.15,2026-07-21 22:02:58
WD-000527,CMP-000583,ACC-000131,ATM-00063,1571.25,2026-07-26 18:53:27
WD-000528,CMP-000585,ACC-000440,ATM-00010,7030.91,2026-07-04 03:50:52
WD-000529,CMP-000586,ACC-000925,ATM-00047,2685.26,2026-07-02 00:05:06
WD-000535,CMP-000594,ACC-000483,ATM-00052,973.53,2026-08-24 21:47:59
WD-000536,CMP-000595,ACC-000192,ATM-00248,78594.96,2026-08-05 02:05:11
WD-000537,CMP-000596,ACC-000183,ATM-00056,6855.03,2026-07-02 09:16:59
WD-000541,CMP-000602,ACC-000172,ATM-00010,16151.23,2026-07-16 12:18:41
WD-000545,CMP-000606,ACC-000081,ATM-00027,2658.51,2026-06-29 21:45:16
WD-000546,CMP-000607,ACC-000020,ATM-00060,391.99,2026-08-21 03:01:45
WD-000547,CMP-000608,ACC-000097,ATM-00065,1537.46,2026-07-03 01:04:54
WD-000548,CMP-000609,ACC-000194,ATM-00017,181171.89,2026-08-02 08:24:47
WD-000549,CMP-000610,ACC-000148,ATM-00031,35715.35,2026-07-04 23:23:11
WD-000551,CMP-000612,ACC-000061,ATM-00013,11642.69,2026-06-04 11:15:54
WD-000552,CMP-000613,ACC-000123,ATM-00041,559.7,2026-06-05 19:06:24
WD-000554,CMP-000615,ACC-000059,ATM-00067,4834.99,2026-07-14 22:29:46
WD-000555,CMP-000616,ACC-000039,ATM-00302,3576.31,2026-07-30 13:09:15
WD-000557,CMP-000618,ACC-000616,ATM-00020,2206.58,2026-06-28 08:05:56
WD-000558,CMP-000619,ACC-000086,ATM-00014,2056.73,2026-08-08 00:16:22
WD-000559,CMP-000620,ACC-000001,ATM-00026,46158.72,2026-06-11 15:20:46
WD-000561,CMP-000622,ACC-000087,ATM-00013,266741.73,2026-07-09 06:30:44
WD-000562,CMP-000624,ACC-000188,ATM-00051,4100.11,2026-08-05 21:39:21
WD-000563,CMP-000625,ACC-000102,ATM-00267,1118.1,2026-08-03 09:00:37
WD-000564,CMP-000626,ACC-000202,ATM-00354,4564.25,2026-07-24 22:04:15
WD-000565,CMP-000627,ACC-000093,ATM-00037,2047.98,2026-06-09 04:17:21
WD-000566,CMP-000628,ACC-000208,ATM-00013,2392.35,2026-07-26 04:43:41
WD-000568,CMP-000631,ACC-000149,ATM-00023,7696.91,2026-06-08 06:55:00
WD-000569,CMP-000632,ACC-000137,ATM-00045,8344.81,2026-08-04 03:09:44
WD-000570,CMP-000634,ACC-000203,ATM-00049,6670.08,2026-08-09 05:36:16
WD-000571,CMP-000636,ACC-000049,ATM-00030,2755.48,2026-07-09 00:32:14
WD-000572,CMP-000637,ACC-000121,ATM-00035,3247.5,2026-08-12 01:35:04
WD-000573,CMP-000638,ACC-000135,ATM-00310,81922.07,2026-07-20 03:29:18
WD-000574,CMP-000639,ACC-000059,ATM-00013,1280.73,2026-06-23 22:53:41
WD-000575,CMP-000640,ACC-000945,ATM-00020,5857.15,2026-07-29 05:02:07
WD-000577,CMP-000642,ACC-000121,ATM-00049,5972.79,2026-07-24 19:38:52
WD-000578,CMP-000643,ACC-000070,ATM-00011,40323.72,2026-08-04 09:46:49
WD-000579,CMP-000644,ACC-000093,ATM-00065,118626.61,2026-06-24 20:23:46
WD-000581,CMP-000646,ACC-000176,ATM-00135,2302.05,2026-07-06 13:14:20
WD-000582,CMP-000647,ACC-000060,ATM-00028,2504.13,2026-07-05 10:49:06
WD-000583,CMP-000648,ACC-000810,ATM-00049,20191.78,2026-07-13 01:25:18
WD-000584,CMP-000649,ACC-000006,ATM-00105,1555.6,2026-06-03 20:48:52
WD-000585,CMP-000650,ACC-000788,ATM-00057,76664.95,2026-08-16 15:20:52
WD-000587,CMP-000652,ACC-000180,ATM-00338,43981.24,2026-06-24 09:07:39
WD-000588,CMP-000653,ACC-000029,ATM-00350,11735.22,2026-06-14 18:41:50
WD-000589,CMP-000654,ACC-000151,ATM-00138,2378.66,2026-06-17 09:49:29
WD-000590,CMP-000655,ACC-000775,ATM-00224,1523.14,2026-06-08 21:05:47
WD-000591,CMP-000657,ACC-000165,ATM-00291,5725.79,2026-06-11 21:24:01
WD-000592,CMP-000658,ACC-000003,ATM-00059,3553.08,2026-08-21 18:48:40
WD-000593,CMP-000659,ACC-000186,ATM-00035,75154.09,2026-07-03 19:01:06
WD-000594,CMP-000660,ACC-000034,ATM-00001,4986.51,2026-07-28 20:05:57
WD-000595,CMP-000661,ACC-000023,ATM-00009,7770.61,2026-06-20 23:54:04
WD-000596,CMP-000662,ACC-000060,ATM-00047,12609.26,2026-07-02 00:23:04
WD-000597,CMP-000663,ACC-000117,ATM-00022,33151.24,2026-07-27 08:16:21
WD-000598,CMP-000664,ACC-000091,ATM-00046,4305.98,2026-08-16 13:06:30
WD-000601,CMP-000667,ACC-000099,ATM-00385,3818.42,2026-07-13 20:43:50
WD-000604,CMP-000670,ACC-000123,ATM-00002,909.28,2026-07-12 12:00:22
WD-000606,CMP-000672,ACC-000013,ATM-00060,64909.88,2026-08-24 14:09:48
WD-000608,CMP-000674,ACC-000179,ATM-00048,65696.17,2026-08-28 19:14:45
WD-000609,CMP-000675,ACC-000080,ATM-00042,227266.3,2026-07-05 03:20:01
WD-000610,CMP-000676,ACC-000270,ATM-00172,971.63,2026-08-02 18:33:17
WD-000612,CMP-000678,ACC-000141,ATM-00027,1029.24,2026-07-20 21:07:18
WD-000613,CMP-000679,ACC-000169,ATM-00312,8907.75,2026-06-19 01:44:52
WD-000614,CMP-000680,ACC-000158,ATM-00232,4444.65,2026-07-28 03:30:14
WD-000615,CMP-000681,ACC-000017,ATM-00018,3046.03,2026-07-17 19:55:29
WD-000616,CMP-000682,ACC-000185,ATM-00024,10729.47,2026-06-12 10:20:04
WD-000618,CMP-000684,ACC-000166,ATM-00042,1324.13,2026-07-16 23:45:56
WD-000619,CMP-000685,ACC-000092,ATM-00028,70726.2,2026-06-07 14:32:03
WD-000620,CMP-000686,ACC-000010,ATM-00055,99501.84,2026-08-22 20:34:46
WD-000621,CMP-000687,ACC-000013,ATM-00020,2790.02,2026-08-12 04:43:08
WD-000622,CMP-000688,ACC-000777,ATM-00064,7578.41,2026-07-25 08:14:21
WD-000623,CMP-000689,ACC-000090,ATM-00040,3865.38,2026-07-31 23:38:16
WD-000625,CMP-000691,ACC-000052,ATM-00038,3300.73,2026-07-13 00:10:02
WD-000626,CMP-000692,ACC-000090,ATM-00010,23328.68,2026-08-13 02:48:07
WD-000627,CMP-000693,ACC-000086,ATM-00050,38885.51,2026-08-17 21:42:43
WD-000628,CMP-000694,ACC-000665,ATM-00039,2695.51,2026-07-15 06:34:35
WD-000630,CMP-000696,ACC-000198,ATM-00009,4348.44,2026-06-12 08:15:36
WD-000631,CMP-000697,ACC-000629,ATM-00004,16639.22,2026-08-19 00:52:39
WD-000632,CMP-000698,ACC-000883,ATM-00389,13041.53,2026-07-28 01:01:55
WD-000634,CMP-000700,ACC-000197,ATM-00009,3479.22,2026-07-07 21:20:30
WD-000635,CMP-000701,ACC-000123,ATM-00104,2917.8,2026-06-19 07:09:50
WD-000637,CMP-000703,ACC-000861,ATM-00026,2982.44,2026-07-01 12:40:28
WD-000640,CMP-000706,ACC-000143,ATM-00047,11393.94,2026-07-11 14:41:20
WD-000641,CMP-000707,ACC-000007,ATM-00098,355.49,2026-07-25 15:58:20
WD-000642,CMP-000708,ACC-000082,ATM-00053,15296.98,2026-06-27 19:20:01
WD-000643,CMP-000709,ACC-000141,ATM-00059,941.51,2026-07-26 05:27:27
WD-000644,CMP-000710,ACC-000107,ATM-00033,171742.93,2026-06-11 18:43:38
WD-000645,CMP-000711,ACC-000879,ATM-00121,1503.8,2026-07-07 02:09:59
WD-000646,CMP-000712,ACC-000078,ATM-00008,45076.53,2026-07-13 22:48:19
WD-000647,CMP-000713,ACC-001054,ATM-00063,2199.32,2026-08-20 19:51:29
WD-000648,CMP-000714,ACC-000132,ATM-00050,2819.75,2026-06-03 22:45:20
WD-000649,CMP-000715,ACC-000083,ATM-00028,2946.44,2026-07-13 19:48:01
WD-000650,CMP-000716,ACC-000183,ATM-00339,7886.53,2026-06-21 08:22:29
WD-000651,CMP-000717,ACC-000090,ATM-00093,5944.91,2026-08-09 07:31:00
WD-000652,CMP-000718,ACC-000196,ATM-00056,3023.0,2026-08-16 09:28:53
WD-000654,CMP-000720,ACC-000047,ATM-00228,1490.59,2026-08-08 15:36:51
WD-000655,CMP-000721,ACC-000030,ATM-00029,26367.03,2026-07-21 02:54:01
WD-000657,CMP-000724,ACC-000179,ATM-00066,7461.9,2026-06-13 22:25:55
WD-000658,CMP-000725,ACC-000177,ATM-00022,50613.98,2026-08-11 12:04:31
WD-000659,CMP-000726,ACC-000563,ATM-00044,2271.88,2026-08-01 10:54:00
WD-000661,CMP-000728,ACC-000114,ATM-00065,632067.65,2026-08-13 00:52:22
WD-000664,CMP-000732,ACC-000146,ATM-00062,3258.02,2026-07-22 23:55:33
WD-000665,CMP-000734,ACC-000001,ATM-00062,1121.72,2026-07-03 06:41:47
WD-000666,CMP-000735,ACC-000192,ATM-00211,1570.27,2026-08-16 15:13:02
WD-000667,CMP-000736,ACC-000152,ATM-00281,185825.52,2026-06-10 02:07:09
WD-000668,CMP-000737,ACC-000189,ATM-00018,127582.66,2026-08-22 21:50:47
WD-000669,CMP-000738,ACC-000188,ATM-00064,2227.85,2026-07-12 13:46:04
WD-000670,CMP-000739,ACC-000098,ATM-00012,562122.94,2026-08-03 11:06:47
WD-000671,CMP-000740,ACC-000041,ATM-00021,2567.44,2026-06-09 09:54:16
WD-000672,CMP-000741,ACC-000108,ATM-00023,3905.13,2026-08-28 04:53:26
WD-000673,CMP-000742,ACC-000155,ATM-00280,19458.95,2026-08-10 14:36:19
WD-000674,CMP-000743,ACC-000081,ATM-00239,6547.09,2026-08-08 08:08:07
WD-000675,CMP-000744,ACC-000063,ATM-00043,3140.23,2026-07-28 01:29:24
WD-000676,CMP-000745,ACC-000038,ATM-00024,2793.89,2026-08-07 10:54:31
WD-000677,CMP-000746,ACC-000063,ATM-00066,7524.42,2026-08-07 15:55:10
WD-000678,CMP-000747,ACC-000645,ATM-00161,1345.09,2026-08-10 22:36:19
WD-000679,CMP-000748,ACC-000211,ATM-00011,449.08,2026-06-28 08:58:55
WD-000680,CMP-000749,ACC-000165,ATM-00026,20179.64,2026-06-14 00:17:47
WD-000681,CMP-000750,ACC-000066,ATM-00080,1312.07,2026-07-25 22:23:01
WD-000683,CMP-000752,ACC-000917,ATM-00033,40522.44,2026-07-31 01:23:28
WD-000684,CMP-000753,ACC-000209,ATM-00030,4237.5,2026-06-10 20:28:14
WD-000685,CMP-000754,ACC-000104,ATM-00031,10457.15,2026-07-05 01:57:26
WD-000687,CMP-000756,ACC-000199,ATM-00058,6835.29,2026-08-10 05:29:01
WD-000688,CMP-000757,ACC-000114,ATM-00057,16954.48,2026-08-22 05:18:30
WD-000689,CMP-000758,ACC-000168,ATM-00066,1719.47,2026-07-30 06:39:43
WD-000690,CMP-000759,ACC-000202,ATM-00011,202656.41,2026-06-05 15:32:43
WD-000691,CMP-000760,ACC-000843,ATM-00005,84132.16,2026-07-08 09:31:18
WD-000693,CMP-000762,ACC-000058,ATM-00056,28701.26,2026-07-01 15:09:17
WD-000694,CMP-000763,ACC-000052,ATM-00006,694.87,2026-07-06 03:29:09
WD-000695,CMP-000764,ACC-000199,ATM-00005,3434.84,2026-08-14 11:55:55
WD-000697,CMP-000766,ACC-000189,ATM-00149,836.49,2026-07-20 12:26:53
WD-000698,CMP-000767,ACC-000068,ATM-00162,29252.49,2026-07-12 09:51:18
WD-000699,CMP-000768,ACC-000101,ATM-00023,4942.03,2026-07-29 16:31:13
WD-000700,CMP-000769,ACC-000174,ATM-00137,3548.16,2026-06-21 02:18:52
WD-000701,CMP-000770,ACC-000184,ATM-00038,4190.24,2026-07-27 07:47:27
WD-000703,CMP-000772,ACC-000134,ATM-00119,4420.17,2026-06-24 14:43:55
WD-000705,CMP-000774,ACC-001151,ATM-00149,4053.2,2026-08-04 03:36:59
WD-000706,CMP-000775,ACC-000065,ATM-00025,1942.38,2026-08-07 16:46:09
WD-000708,CMP-000777,ACC-000122,ATM-00348,47141.3,2026-06-13 19:25:59
WD-000709,CMP-000778,ACC-000147,ATM-00007,7773.39,2026-06-12 21:50:19
WD-000710,CMP-000779,ACC-000122,ATM-00059,533.89,2026-06-27 18:41:26
WD-000711,CMP-000780,ACC-000042,ATM-00049,8392.25,2026-08-01 01:35:50
WD-000712,CMP-000781,ACC-000961,ATM-00048,54339.35,2026-07-19 23:02:44
WD-000713,CMP-000782,ACC-000841,ATM-00210,3141.81,2026-08-14 00:23:01
WD-000714,CMP-000783,ACC-000113,ATM-00026,43461.64,2026-06-21 13:18:51
WD-000715,CMP-000784,ACC-000146,ATM-00060,8387.91,2026-06-01 19:34:47
WD-000717,CMP-000788,ACC-000044,ATM-00035,2442.07,2026-08-29 08:10:46
WD-000718,CMP-000789,ACC-000159,ATM-00022,1711.06,2026-07-07 04:32:57
WD-000719,CMP-000790,ACC-000190,ATM-00022,4197.38,2026-06-22 15:23:43
WD-000721,CMP-000792,ACC-000859,ATM-00217,2638.52,2026-07-01 14:38:41
WD-000722,CMP-000793,ACC-000156,ATM-00012,879.1,2026-06-20 15:36:15
WD-000723,CMP-000794,ACC-000015,ATM-00035,74143.73,2026-06-23 13:46:42
WD-000725,CMP-000796,ACC-000167,ATM-00053,1026150.53,2026-08-16 11:50:10
WD-000726,CMP-000797,ACC-000508,ATM-00059,4567.59,2026-06-23 19:27:14
WD-000727,CMP-000798,ACC-000041,ATM-00047,861.75,2026-06-01 23:25:15
WD-000728,CMP-000799,ACC-000184,ATM-00055,7384.58,2026-08-20 18:27:02
WD-000729,CMP-000800,ACC-000304,ATM-00384,10378.99,2026-06-24 16:50:50
WD-000731,CMP-000803,ACC-000199,ATM-00116,7862.33,2026-07-07 09:33:09
WD-000732,CMP-000804,ACC-000088,ATM-00151,46592.99,2026-07-20 09:11:19
WD-000733,CMP-000805,ACC-000120,ATM-00058,104230.01,2026-07-26 08:15:29
WD-000734,CMP-000806,ACC-000152,ATM-00017,674.01,2026-06-29 12:01:51
WD-000735,CMP-000807,ACC-000091,ATM-00039,2746.38,2026-08-06 18:03:08
WD-000736,CMP-000808,ACC-000182,ATM-00238,11464.24,2026-06-23 19:51:49
WD-000737,CMP-000809,ACC-001004,ATM-00065,1581.5,2026-07-27 18:38:54
WD-000739,CMP-000811,ACC-000033,ATM-00033,12436.75,2026-06-20 18:55:14
WD-000740,CMP-000812,ACC-000209,ATM-00025,4132.82,2026-06-09 20:20:09
WD-000742,CMP-000814,ACC-000248,ATM-00003,2181.16,2026-06-15 10:35:34
WD-000743,CMP-000815,ACC-000198,ATM-00054,5921.83,2026-07-21 03:55:15
WD-000744,CMP-000816,ACC-000260,ATM-00047,10645.79,2026-06-17 23:50:04
WD-000745,CMP-000817,ACC-000633,ATM-00219,4108.37,2026-08-12 23:48:08
WD-000746,CMP-000818,ACC-000089,ATM-00126,271.98,2026-08-17 06:43:38
WD-000748,CMP-000820,ACC-000321,ATM-00063,53947.14,2026-08-01 06:46:47
WD-000749,CMP-000821,ACC-000484,ATM-00063,595.84,2026-08-19 07:33:28
WD-000751,CMP-000823,ACC-000115,ATM-00051,3433.63,2026-08-20 16:44:35
WD-000752,CMP-000824,ACC-000730,ATM-00043,4349.93,2026-06-05 22:33:15
WD-000753,CMP-000825,ACC-000031,ATM-00005,1168.56,2026-07-08 22:41:01
WD-000754,CMP-000826,ACC-000072,ATM-00062,2144.99,2026-07-05 14:47:51
WD-000755,CMP-000827,ACC-000061,ATM-00002,3352.45,2026-08-25 07:31:11
WD-000756,CMP-000828,ACC-000050,ATM-00016,732.44,2026-08-03 08:50:16
WD-000757,CMP-000829,ACC-000199,ATM-00018,7080.89,2026-06-06 19:45:29
WD-000758,CMP-000830,ACC-000839,ATM-00057,5264.29,2026-08-02 12:48:56
WD-000759,CMP-000831,ACC-000152,ATM-00053,2733.81,2026-08-18 01:36:01
WD-000760,CMP-000832,ACC-000317,ATM-00137,973.56,2026-08-09 23:43:38
WD-000763,CMP-000835,ACC-000348,ATM-00049,4341.37,2026-08-14 03:26:44
WD-000764,CMP-000836,ACC-000027,ATM-00044,56952.55,2026-07-05 23:51:32
WD-000765,CMP-000837,ACC-000052,ATM-00012,9518.27,2026-06-09 21:57:59
WD-000766,CMP-000838,ACC-000096,ATM-00035,1526.92,2026-08-16 23:14:46
WD-000767,CMP-000839,ACC-001073,ATM-00042,1610.8,2026-06-22 22:05:09
WD-000768,CMP-000840,ACC-000054,ATM-00133,14747.29,2026-08-20 08:09:22
WD-000770,CMP-000842,ACC-000040,ATM-00044,62301.09,2026-06-03 22:44:09
WD-000772,CMP-000844,ACC-000982,ATM-00036,2425.12,2026-08-17 01:00:17
WD-000774,CMP-000846,ACC-000134,ATM-00341,1791.55,2026-07-21 14:14:02
WD-000776,CMP-000848,ACC-000051,ATM-00011,303479.34,2026-08-22 01:33:52
WD-000777,CMP-000849,ACC-000901,ATM-00064,14127.86,2026-08-08 08:01:53
WD-000778,CMP-000850,ACC-000742,ATM-00040,47212.7,2026-08-23 09:12:18
WD-000780,CMP-000852,ACC-000193,ATM-00027,4262.43,2026-06-14 13:34:07
WD-000781,CMP-000853,ACC-000018,ATM-00076,37794.08,2026-08-01 15:06:39
WD-000782,CMP-000854,ACC-000153,ATM-00277,1362.47,2026-07-25 17:07:31
WD-000785,CMP-000858,ACC-000004,ATM-00010,511404.34,2026-08-22 20:53:14
WD-000787,CMP-000861,ACC-000095,ATM-00013,5307.48,2026-06-14 02:47:34
WD-000788,CMP-000862,ACC-000039,ATM-00050,8166.28,2026-06-28 00:08:08
WD-000789,CMP-000863,ACC-000860,ATM-00038,5688.51,2026-08-08 17:47:48
WD-000790,CMP-000864,ACC-000095,ATM-00008,102688.33,2026-06-02 03:54:25
WD-000791,CMP-000865,ACC-000002,ATM-00065,3799.18,2026-06-26 05:54:58
WD-000792,CMP-000866,ACC-000036,ATM-00066,104382.02,2026-07-13 05:16:48
