transaction_id,complaint_id,from_account_id,to_account_id,amount,timestamp,hop_number
TXN-0001788,CMP-000800,ACC-000198,ACC-000062,10701.9,2026-06-24 11:48:50,2
TXN-0001789,CMP-000800,ACC-000062,ACC-000304,10378.99,2026-06-24 15:31:50,3
TXN-0001790,CMP-000802,ACC-000971,ACC-000009,114134.45,2026-06-23 13:53:48,1
TXN-0001791,CMP-000802,ACC-000009,ACC-000615,111152.87,2026-06-23 17:26:48,2
TXN-0001792,CMP-000803,ACC-000578,ACC-000093,8442.29,2026-07-07 05:32:09,1
TXN-0001793,CMP-000803,ACC-000093,ACC-000199,7862.33,2026-07-07 08:01:09,2
TXN-0001794,CMP-000804,ACC-000477,ACC-001007,50306.79,2026-07-20 07:04:19,1
TXN-0001795,CMP-000804,ACC-001007,ACC-000088,46592.99,2026-07-20 07:47:19,2
TXN-0001796,CMP-000805,ACC-000302,ACC-000120,104230.01,2026-07-26 06:33:29,1
TXN-0001797,CMP-000806,ACC-000718,ACC-000325,727.3,2026-06-29 10:23:51,1
TXN-0001798,CMP-000806,ACC-000325,ACC-000152,674.01,2026-06-29 11:03:51,2
TXN-0001799,CMP-000807,ACC-000850,ACC-000091,2746.38,2026-08-06 16:10:08,1
TXN-0001800,CMP-000808,ACC-000970,ACC-000106,13086.09,2026-06-23 15:34:49,1
TXN-0001801,CMP-000808,ACC-000106,ACC-000081,12504.18,2026-06-23 17:24:49,2
TXN-0001802,CMP-000808,ACC-000081,ACC-000175,12029.13,2026-06-23 18:24:49,3
TXN-0001803,CMP-000808,ACC-000175,ACC-000182,11464.24,2026-06-23 19:15:49,4
TXN-0001804,CMP-000809,ACC-000521,ACC-000903,1642.0,2026-07-27 13:05:54,1
TXN-0001805,CMP-000809,ACC-000903,ACC-000048,1604.01,2026-07-27 13:21:54,2
TXN-0001806,CMP-000809,ACC-000048,ACC-001004,1581.5,2026-07-27 17:39:54,3
TXN-0001807,CMP-000810,ACC-000744,ACC-000095,1150.01,2026-07-01 08:13:38,1
TXN-0001808,CMP-000811,ACC-001059,ACC-000164,13940.66,2026-06-20 14:14:14,1
TXN-0001809,CMP-000811,ACC-000164,ACC-000759,13467.35,2026-06-20 14:29:14,2
TXN-0001810,CMP-000811,ACC-000759,ACC-000033,12436.75,2026-06-20 17:09:14,3
TXN-0001811,CMP-000812,ACC-000677,ACC-000047,4328.99,2026-06-09 17:39:09,1
TXN-0001812,CMP-000812,ACC-000047,ACC-000209,4132.82,2026-06-09 18:42:09,2
TXN-0001813,CMP-000813,ACC-000851,ACC-000004,31186.75,2026-08-07 16:59:00,1
TXN-0001814,CMP-000813,ACC-000004,ACC-000973,30122.72,2026-08-07 18:55:00,2
TXN-0001815,CMP-000813,ACC-000973,ACC-000160,29320.97,2026-08-07 20:42:00,3
TXN-0001816,CMP-000813,ACC-000160,ACC-000534,28837.03,2026-08-07 21:16:00,4
TXN-0001817,CMP-000814,ACC-000464,ACC-000058,2312.22,2026-06-15 03:42:34,1
TXN-0001818,CMP-000814,ACC-000058,ACC-000092,2279.47,2026-06-15 08:19:34,2
TXN-0001819,CMP-000814,ACC-000092,ACC-000248,2181.16,2026-06-15 10:22:34,3
TXN-0001820,CMP-000815,ACC-000480,ACC-000706,6326.01,2026-07-21 00:38:15,1
TXN-0001821,CMP-000815,ACC-000706,ACC-000198,5921.83,2026-07-21 02:57:15,2
TXN-0001822,CMP-000816,ACC-000224,ACC-000260,10645.79,2026-06-17 23:28:04,1
TXN-0001823,CMP-000817,ACC-000299,ACC-000055,4543.46,2026-08-12 18:16:08,1
TXN-0001824,CMP-000817,ACC-000055,ACC-000025,4464.35,2026-08-12 20:32:08,2
TXN-0001825,CMP-000817,ACC-000025,ACC-000633,4108.37,2026-08-12 23:34:08,3
TXN-0001826,CMP-000818,ACC-000401,ACC-000146,325.48,2026-08-16 14:38:38,1
TXN-0001827,CMP-000818,ACC-000146,ACC-000198,305.01,2026-08-16 19:56:38,2
TXN-0001828,CMP-000818,ACC-000198,ACC-000101,293.52,2026-08-17 01:17:38,3
TXN-0001829,CMP-000818,ACC-000101,ACC-000089,271.98,2026-08-17 06:21:38,4
TXN-0001830,CMP-000819,ACC-000685,ACC-000070,5619.98,2026-06-22 13:53:08,1
TXN-0001831,CMP-000819,ACC-000070,ACC-000113,5456.96,2026-06-22 17:25:08,2
TXN-0001832,CMP-000820,ACC-001200,ACC-000115,61503.53,2026-07-31 21:31:47,1
TXN-0001833,CMP-000820,ACC-000115,ACC-000118,60072.61,2026-07-31 23:26:47,2
TXN-0001834,CMP-000820,ACC-000118,ACC-000026,57085.26,2026-08-01 04:00:47,3
TXN-0001835,CMP-000820,ACC-000026,ACC-000321,53947.14,2026-08-01 04:49:47,4
TXN-0001836,CMP-000821,ACC-001189,ACC-000091,680.84,2026-08-18 20:53:28,1
TXN-0001837,CMP-000821,ACC-000091,ACC-000174,647.1,2026-08-19 01:21:28,2
TXN-0001838,CMP-000821,ACC-000174,ACC-000484,595.84,2026-08-19 07:18:28,3
TXN-0001839,CMP-000822,ACC-000806,ACC-000899,29865.44,2026-08-02 21:49:06,1
TXN-0001840,CMP-000822,ACC-000899,ACC-000160,28600.47,2026-08-03 03:05:06,2
TXN-0001841,CMP-000823,ACC-000258,ACC-000189,3600.63,2026-08-20 14:29:35,1
TXN-0001842,CMP-000823,ACC-000189,ACC-000115,3433.63,2026-08-20 15:51:35,2
TXN-0001843,CMP-000824,ACC-000558,ACC-000730,4349.93,2026-06-05 22:19:15,1
TXN-0001844,CMP-000825,ACC-001026,ACC-001117,1285.18,2026-07-08 15:17:01,1
TXN-0001845,CMP-000825,ACC-001117,ACC-000453,1217.23,2026-07-08 19:29:01,2
TXN-0001846,CMP-000825,ACC-000453,ACC-000031,1168.56,2026-07-08 20:45:01,3
TXN-0001847,CMP-000826,ACC-000824,ACC-000076,2241.86,2026-07-05 12:38:51,1
TXN-0001848,CMP-000826,ACC-000076,ACC-000072,2144.99,2026-07-05 13:03:51,2
TXN-0001849,CMP-000827,ACC-000333,ACC-000061,3352.45,2026-08-25 06:15:11,1
TXN-0001850,CMP-000828,ACC-000642,ACC-000177,877.21,2026-08-02 20:51:16,1
TXN-0001851,CMP-000828,ACC-000177,ACC-000171,854.56,2026-08-03 01:57:16,2
TXN-0001852,CMP-000828,ACC-000171,ACC-000097,792.28,2026-08-03 03:18:16,3
TXN-0001853,CMP-000828,ACC-000097,ACC-000050,732.44,2026-08-03 07:42:16,4
TXN-0001854,CMP-000829,ACC-000362,ACC-000599,7154.71,2026-06-06 17:21:29,1
TXN-0001855,CMP-000829,ACC-000599,ACC-000199,7080.89,2026-06-06 18:48:29,2
TXN-0001856,CMP-000830,ACC-000895,ACC-000047,5400.53,2026-08-02 08:06:56,1
TXN-0001857,CMP-000830,ACC-000047,ACC-000839,5264.29,2026-08-02 12:26:56,2
TXN-0001858,CMP-000831,ACC-001081,ACC-000134,2800.04,2026-08-17 19:54:01,1
TXN-0001859,CMP-000831,ACC-000134,ACC-000152,2733.81,2026-08-17 23:50:01,2
TXN-0001860,CMP-000832,ACC-000750,ACC-000256,1109.23,2026-08-09 10:26:38,1
TXN-0001861,CMP-000832,ACC-000256,ACC-001200,1027.64,2026-08-09 15:59:38,2
TXN-0001862,CMP-000832,ACC-001200,ACC-000317,973.56,2026-08-09 21:43:38,3
TXN-0001863,CMP-000833,ACC-000555,ACC-001075,9480.12,2026-08-28 04:44:53,1
TXN-0001864,CMP-000833,ACC-001075,ACC-000168,9245.29,2026-08-28 07:54:53,2
TXN-0001865,CMP-000833,ACC-000168,ACC-000214,9113.84,2026-08-28 09:51:53,3
TXN-0001866,CMP-000834,ACC-000306,ACC-000279,343.49,2026-06-03 15:03:04,1
TXN-0001867,CMP-000834,ACC-000279,ACC-000204,320.79,2026-06-03 17:25:04,2
TXN-0001868,CMP-000834,ACC-000204,ACC-000015,301.79,2026-06-03 19:27:04,3
TXN-0001869,CMP-000835,ACC-000457,ACC-000165,5091.09,2026-08-13 11:06:44,1
TXN-0001870,CMP-000835,ACC-000165,ACC-000173,4979.55,2026-08-13 15:36:44,2
TXN-0001871,CMP-000835,ACC-000173,ACC-000060,4591.4,2026-08-13 21:20:44,3
TXN-0001872,CMP-000835,ACC-000060,ACC-000348,4341.37,2026-08-14 01:26:44,4
TXN-0001873,CMP-000836,ACC-000797,ACC-000049,58231.4,2026-07-05 20:17:32,1
TXN-0001874,CMP-000836,ACC-000049,ACC-000027,56952.55,2026-07-05 22:30:32,2
TXN-0001875,CMP-000837,ACC-000686,ACC-000010,10069.23,2026-06-09 20:40:59,1
TXN-0001876,CMP-000837,ACC-000010,ACC-000052,9518.27,2026-06-09 21:01:59,2
TXN-0001877,CMP-000838,ACC-000592,ACC-000550,1586.83,2026-08-16 20:27:46,1
TXN-0001878,CMP-000838,ACC-000550,ACC-000096,1526.92,2026-08-16 22:12:46,2
TXN-0001879,CMP-000839,ACC-000833,ACC-000209,1890.18,2026-06-22 10:57:09,1
TXN-0001880,CMP-000839,ACC-000209,ACC-000046,1843.29,2026-06-22 13:58:09,2
TXN-0001881,CMP-000839,ACC-000046,ACC-000112,1696.44,2026-06-22 18:50:09,3
TXN-0001882,CMP-000839,ACC-000112,ACC-001073,1610.8,2026-06-22 21:46:09,4
TXN-0001883,CMP-000840,ACC-000950,ACC-000054,14747.29,2026-08-20 06:40:22,1
TXN-0001884,CMP-000841,ACC-000334,ACC-000068,3763.8,2026-07-01 18:19:37,1
TXN-0001885,CMP-000841,ACC-000068,ACC-000177,3619.89,2026-07-02 00:14:37,2
TXN-0001886,CMP-000841,ACC-000177,ACC-000112,3389.22,2026-07-02 02:13:37,3
TXN-0001887,CMP-000841,ACC-000112,ACC-000751,3321.75,2026-07-02 05:07:37,4
TXN-0001888,CMP-000842,ACC-000827,ACC-000108,63446.66,2026-06-03 18:32:09,1
TXN-0001889,CMP-000842,ACC-000108,ACC-000040,62301.09,2026-06-03 20:52:09,2
TXN-0001890,CMP-000843,ACC-000759,ACC-000033,11221.21,2026-06-14 21:01:32,1
TXN-0001891,CMP-000843,ACC-000033,ACC-000178,10713.04,2026-06-15 01:36:32,2
TXN-0001892,CMP-000844,ACC-001118,ACC-000181,2465.51,2026-08-16 23:57:17,1
TXN-0001893,CMP-000844,ACC-000181,ACC-000982,2425.12,2026-08-17 00:43:17,2
TXN-0001894,CMP-000845,ACC-001102,ACC-000924,8443.99,2026-06-04 17:46:30,1
TXN-0001895,CMP-000845,ACC-000924,ACC-000112,7898.46,2026-06-04 21:43:30,2
TXN-0001896,CMP-000846,ACC-000387,ACC-000405,1933.29,2026-07-21 11:07:02,1
TXN-0001897,CMP-000846,ACC-000405,ACC-000134,1791.55,2026-07-21 12:23:02,2
TXN-0001898,CMP-000847,ACC-001134,ACC-000151,3212.99,2026-08-18 07:51:14,1
TXN-0001899,CMP-000847,ACC-000151,ACC-001151,3154.54,2026-08-18 09:24:14,2
TXN-0001900,CMP-000848,ACC-001151,ACC-000065,314975.79,2026-08-22 00:43:52,1
TXN-0001901,CMP-000848,ACC-000065,ACC-000051,303479.34,2026-08-22 01:18:52,2
TXN-0001902,CMP-000849,ACC-000923,ACC-000188,15753.72,2026-08-07 23:01:53,1
TXN-0001903,CMP-000849,ACC-000188,ACC-000079,14974.03,2026-08-08 03:18:53,2
TXN-0001904,CMP-000849,ACC-000079,ACC-000901,14127.86,2026-08-08 06:11:53,3
TXN-0001905,CMP-000850,ACC-000307,ACC-000029,52474.5,2026-08-22 22:30:18,1
TXN-0001906,CMP-000850,ACC-000029,ACC-000956,48912.9,2026-08-23 00:25:18,2
TXN-0001907,CMP-000850,ACC-000956,ACC-000216,47834.12,2026-08-23 05:01:18,3
TXN-0001908,CMP-000850,ACC-000216,ACC-000742,47212.7,2026-08-23 07:43:18,4
TXN-0001909,CMP-000851,ACC-001068,ACC-000008,3050.0,2026-08-03 20:34:37,1
TXN-0001910,CMP-000851,ACC-000008,ACC-000178,2815.86,2026-08-04 02:26:37,2
TXN-0001911,CMP-000851,ACC-000178,ACC-000064,2745.41,2026-08-04 04:32:37,3
TXN-0001912,CMP-000852,ACC-000505,ACC-000080,4392.97,2026-06-14 09:35:07,1
TXN-0001913,CMP-000852,ACC-000080,ACC-000193,4262.43,2026-06-14 12:09:07,2
TXN-0001914,CMP-000853,ACC-000724,ACC-000009,39948.26,2026-08-01 12:48:39,1
TXN-0001915,CMP-000853,ACC-000009,ACC-000018,37794.08,2026-08-01 13:36:39,2
TXN-0001916,CMP-000854,ACC-000902,ACC-000172,1417.88,2026-07-25 10:57:31,1
TXN-0001917,CMP-000854,ACC-000172,ACC-000153,1362.47,2026-07-25 16:46:31,2
TXN-0001918,CMP-000856,ACC-000862,ACC-000489,2592.49,2026-07-05 16:22:55,1
TXN-0001919,CMP-000856,ACC-000489,ACC-000130,2477.5,2026-07-05 20:05:55,2
TXN-0001920,CMP-000856,ACC-000130,ACC-000018,2293.76,2026-07-05 20:37:55,3
TXN-0001921,CMP-000856,ACC-000018,ACC-000043,2146.96,2026-07-06 01:58:55,4
TXN-0001922,CMP-000857,ACC-000912,ACC-000185,24027.89,2026-08-10 17:32:21,1
TXN-0001923,CMP-000857,ACC-000185,ACC-000025,22837.56,2026-08-10 21:44:21,2
TXN-0001924,CMP-000858,ACC-000299,ACC-000012,569537.32,2026-08-22 15:54:14,1
TXN-0001925,CMP-000858,ACC-000012,ACC-000020,553495.71,2026-08-22 16:40:14,2
TXN-0001926,CMP-000858,ACC-000020,ACC-000004,511404.34,2026-08-22 19:05:14,3
TXN-0001927,CMP-000860,ACC-000968,ACC-000810,1113.67,2026-07-30 05:38:52,1
TXN-0001928,CMP-000861,ACC-000704,ACC-000095,5307.48,2026-06-14 01:38:34,1
TXN-0001929,CMP-000862,ACC-000539,ACC-000026,8378.59,2026-06-27 20:47:08,1
TXN-0001930,CMP-000862,ACC-000026,ACC-000039,8166.28,2026-06-27 22:37:08,2
TXN-0001931,CMP-000863,ACC-000249,ACC-000160,5954.38,2026-08-08 15:29:48,1
TXN-0001932,CMP-000863,ACC-000160,ACC-000860,5688.51,2026-08-08 15:56:48,2
TXN-0001933,CMP-000864,ACC-000676,ACC-000079,117359.71,2026-06-02 02:22:25,1
TXN-0001934,CMP-000864,ACC-000079,ACC-000107,110277.9,2026-06-02 02:57:25,2
TXN-0001935,CMP-000864,ACC-000107,ACC-000095,102688.33,2026-06-02 03:03:25,3
TXN-0001936,CMP-000865,ACC-000415,ACC-000117,3928.64,2026-06-26 00:49:58,1
TXN-0001937,CMP-000865,ACC-000117,ACC-000002,3799.18,2026-06-26 05:21:58,2
TXN-0001938,CMP-000866,ACC-000405,ACC-000196,118874.87,2026-07-12 21:13:48,1
TXN-0001939,CMP-000866,ACC-000196,ACC-000152,113349.79,2026-07-12 23:23:48,2
TXN-0001940,CMP-000866,ACC-000152,ACC-000036,104382.02,2026-07-13 03:49:48,3
TXN-0001941,CMP-000868,ACC-000252,ACC-000164,9360.63,2026-07-06 14:02:11,1
TXN-0001942,CMP-000868,ACC-000164,ACC-000054,9081.77,2026-07-06 14:32:11,2
TXN-0001943,CMP-000869,ACC-000718,ACC-000178,4284.44,2026-08-03 04:50:08,1
TXN-0001944,CMP-000869,ACC-000178,ACC-001071,4101.58,2026-08-03 10:05:08,2
TXN-0001945,CMP-000870,ACC-000441,ACC-000207,1600.26,2026-08-16 22:04:29,1
TXN-0001946,CMP-000871,ACC-000473,ACC-000178,2772.53,2026-06-11 06:46:37,1
TXN-0001947,CMP-000871,ACC-000178,ACC-000126,2617.51,2026-06-11 10:10:37,2
TXN-0001948,CMP-000871,ACC-000126,ACC-000962,2442.2,2026-06-11 13:54:37,3
TXN-0001949,CMP-000872,ACC-000330,ACC-000288,1841.24,2026-08-10 17:42:31,1
TXN-0001950,CMP-000872,ACC-000288,ACC-000002,1712.16,2026-08-10 21:24:31,2
TXN-0001951,CMP-000872,ACC-000002,ACC-000119,1623.22,2026-08-10 22:37:31,3
TXN-0001952,CMP-000874,ACC-000584,ACC-000313,4939.23,2026-07-17 19:49:05,1
TXN-0001953,CMP-000874,ACC-000313,ACC-000004,4732.34,2026-07-18 00:22:05,2
TXN-0001954,CMP-000875,ACC-001002,ACC-000112,3208.36,2026-07-30 00:12:21,1
TXN-0001955,CMP-000875,ACC-000112,ACC-000055,3019.5,2026-07-30 03:37:21,2
TXN-0001956,CMP-000876,ACC-000224,ACC-000166,12586.09,2026-06-20 20:56:38,1
TXN-0001957,CMP-000876,ACC-000166,ACC-000025,11945.79,2026-06-20 21:50:38,2
TXN-0001958,CMP-000877,ACC-001071,ACC-000023,15535.51,2026-08-09 22:20:33,1
TXN-0001959,CMP-000878,ACC-001018,ACC-000071,4347.44,2026-06-10 08:12:49,1
TXN-0001960,CMP-000878,ACC-000071,ACC-000189,4296.95,2026-06-10 11:35:49,2
TXN-0001961,CMP-000878,ACC-000189,ACC-000090,4232.01,2026-06-10 13:30:49,3
TXN-0001962,CMP-000878,ACC-000090,ACC-000047,4124.34,2026-06-10 15:33:49,4
TXN-0001963,CMP-000879,ACC-000635,ACC-000172,9297.83,2026-06-15 19:33:25,1
TXN-0001964,CMP-000879,ACC-000172,ACC-000057,9052.23,2026-06-16 00:33:25,2
TXN-0001965,CMP-000880,ACC-000331,ACC-000718,1277.14,2026-08-19 18:42:35,1
TXN-0001966,CMP-000880,ACC-000718,ACC-000169,1209.24,2026-08-19 23:53:35,2
TXN-0001967,CMP-000880,ACC-000169,ACC-000136,1116.2,2026-08-20 02:13:35,3
TXN-0001968,CMP-000881,ACC-001187,ACC-000032,743.76,2026-06-02 19:47:42,1
TXN-0001969,CMP-000882,ACC-000678,ACC-000054,1323.93,2026-07-16 21:17:22,1
TXN-0001970,CMP-000883,ACC-000893,ACC-000188,3764.16,2026-07-18 12:54:53,1
TXN-0001971,CMP-000883,ACC-000188,ACC-000131,3614.94,2026-07-18 15:24:53,2
TXN-0001972,CMP-000884,ACC-000962,ACC-000179,4687.76,2026-07-08 13:36:25,1
TXN-0001973,CMP-000885,ACC-000480,ACC-000144,7390.73,2026-07-14 11:12:30,1
TXN-0001974,CMP-000885,ACC-000144,ACC-000157,7314.18,2026-07-14 11:21:30,2
TXN-0001975,CMP-000885,ACC-000157,ACC-000168,6837.21,2026-07-14 17:16:30,3
TXN-0001976,CMP-000885,ACC-000168,ACC-000892,6628.4,2026-07-14 20:49:30,4
TXN-0001977,CMP-000886,ACC-000717,ACC-000177,5513.69,2026-08-19 11:49:29,1
TXN-0001978,CMP-000886,ACC-000177,ACC-000259,5388.3,2026-08-19 15:26:29,2
TXN-0001979,CMP-000886,ACC-000259,ACC-000020,5072.31,2026-08-19 19:01:29,3
TXN-0001980,CMP-000887,ACC-000746,ACC-000265,1187.02,2026-08-04 22:26:27,1
TXN-0001981,CMP-000887,ACC-000265,ACC-000125,1096.51,2026-08-05 03:02:27,2
TXN-0001982,CMP-000887,ACC-000125,ACC-001191,1062.34,2026-08-05 04:05:27,3
TXN-0001983,CMP-000888,ACC-000839,ACC-000168,2846.61,2026-07-11 04:59:55,1
TXN-0001984,CMP-000888,ACC-000168,ACC-000129,2696.4,2026-07-11 10:57:55,2
TXN-0001985,CMP-000889,ACC-000952,ACC-000086,8883.97,2026-08-21 12:09:21,1
TXN-0001986,CMP-000889,ACC-000086,ACC-000156,8366.33,2026-08-21 17:22:21,2
TXN-0001987,CMP-000890,ACC-000408,ACC-000166,11839.77,2026-08-06 02:55:51,1
TXN-0001988,CMP-000890,ACC-000166,ACC-000105,11468.46,2026-08-06 05:00:51,2
TXN-0001989,CMP-000891,ACC-000531,ACC-000591,7124.9,2026-07-17 03:47:41,1
TXN-0001990,CMP-000891,ACC-000591,ACC-000078,6942.53,2026-07-17 06:47:41,2
TXN-0001991,CMP-000891,ACC-000078,ACC-000092,6519.47,2026-07-17 11:59:41,3
TXN-0001992,CMP-000891,ACC-000092,ACC-000040,6145.17,2026-07-17 12:38:41,4
TXN-0001993,CMP-000892,ACC-000496,ACC-000338,9489.31,2026-06-02 14:44:47,1
TXN-0001994,CMP-000892,ACC-000338,ACC-000182,9268.94,2026-06-02 15:51:47,2
TXN-0001995,CMP-000892,ACC-000182,ACC-000126,8678.78,2026-06-02 21:02:47,3
TXN-0001996,CMP-000892,ACC-000126,ACC-000073,8043.81,2026-06-02 22:53:47,4
TXN-0001997,CMP-000894,ACC-000443,ACC-000135,4224.43,2026-08-12 21:36:27,1
TXN-0001998,CMP-000896,ACC-000539,ACC-000135,4358.0,2026-07-11 14:36:42,1
TXN-0001999,CMP-000896,ACC-000135,ACC-000170,4221.61,2026-07-11 17:17:42,2
TXN-0002000,CMP-000897,ACC-000604,ACC-000047,48677.93,2026-08-19 21:58:35,1
TXN-0002001,CMP-000897,ACC-000047,ACC-000142,47177.84,2026-08-20 01:58:35,2
TXN-0002002,CMP-000898,ACC-000342,ACC-001058,84542.5,2026-08-28 05:18:53,1
TXN-0002003,CMP-000898,ACC-001058,ACC-000067,79056.16,2026-08-28 10:41:53,2
TXN-0002004,CMP-000898,ACC-000067,ACC-000170,75237.55,2026-08-28 14:50:53,3
TXN-0002005,CMP-000898,ACC-000170,ACC-000210,71740.32,2026-08-28 16:50:53,4
TXN-0002006,CMP-000899,ACC-001105,ACC-000139,135397.14,2026-07-25 00:08:45,1
TXN-0002007,CMP-000899,ACC-000139,ACC-000018,129543.21,2026-07-25 02:10:45,2
TXN-0002008,CMP-000900,ACC-000818,ACC-000026,4495.77,2026-07-15 11:00:12,1
TXN-0002009,CMP-000900,ACC-000026,ACC-001187,4416.69,2026-07-15 11:56:12,2
TXN-0002010,CMP-000900,ACC-001187,ACC-000095,4153.07,2026-07-15 13:27:12,3
TXN-0002011,CMP-000900,ACC-000095,ACC-000058,4074.51,2026-07-15 15:50:12,4
TXN-0002012,CMP-000901,ACC-000570,ACC-001198,5481.6,2026-07-27 20:58:17,1
TXN-0002013,CMP-000901,ACC-001198,ACC-000132,5177.77,2026-07-27 21:49:17,2
TXN-0002014,CMP-000902,ACC-000727,ACC-000111,1775.42,2026-06-14 21:48:49,1
TXN-0002015,CMP-000903,ACC-000347,ACC-000208,3588.84,2026-06-10 07:23:20,1
TXN-0002016,CMP-000903,ACC-000208,ACC-000205,3379.87,2026-06-10 12:53:20,2
TXN-0002017,CMP-000904,ACC-000490,ACC-000190,8932.4,2026-06-27 02:40:52,1
TXN-0002018,CMP-000904,ACC-000190,ACC-000021,8705.46,2026-06-27 02:58:52,2
TXN-0002019,CMP-000904,ACC-000021,ACC-000205,8242.62,2026-06-27 08:18:52,3
TXN-0002020,CMP-000905,ACC-000922,ACC-000149,2887.63,2026-06-26 16:17:58,1
TXN-0002021,CMP-000905,ACC-000149,ACC-000194,2777.89,2026-06-26 17:47:58,2
TXN-0002022,CMP-000905,ACC-000194,ACC-000028,2600.72,2026-06-26 21:08:58,3
TXN-0002023,CMP-000905,ACC-000028,ACC-000214,2409.57,2026-06-26 21:46:58,4
TXN-0002024,CMP-000906,ACC-000893,ACC-000028,4698.98,2026-06-04 14:52:28,1
TXN-0002025,CMP-000907,ACC-000440,ACC-000204,10632.53,2026-08-06 04:09:08,1
TXN-0002026,CMP-000907,ACC-000204,ACC-000101,10381.78,2026-08-06 09:59:08,2
TXN-0002027,CMP-000908,ACC-001151,ACC-000144,1105.0,2026-07-03 06:59:49,1
TXN-0002028,CMP-000908,ACC-000144,ACC-000757,1073.19,2026-07-03 11:23:49,2
TXN-0002029,CMP-000909,ACC-000319,ACC-000047,6537.06,2026-06-25 20:18:12,1
TXN-0002030,CMP-000909,ACC-000047,ACC-001122,6165.0,2026-06-25 20:33:12,2
TXN-0002031,CMP-000910,ACC-000464,ACC-000063,2527.4,2026-06-30 11:21:33,1
TXN-0002032,CMP-000910,ACC-000063,ACC-000069,2467.97,2026-06-30 14:37:33,2
TXN-0002033,CMP-000910,ACC-000069,ACC-000115,2416.26,2026-06-30 14:46:33,3
TXN-0002034,CMP-000911,ACC-000338,ACC-000257,61404.54,2026-08-05 20:35:03,1
TXN-0002035,CMP-000911,ACC-000257,ACC-000088,60196.84,2026-08-06 00:07:03,2
TXN-0002036,CMP-000911,ACC-000088,ACC-000073,57310.61,2026-08-06 04:53:03,3
TXN-0002037,CMP-000912,ACC-000979,ACC-000111,1468.98,2026-08-12 03:26:54,1
TXN-0002038,CMP-000912,ACC-000111,ACC-000668,1447.56,2026-08-12 05:56:54,2
TXN-0002039,CMP-000912,ACC-000668,ACC-000155,1397.12,2026-08-12 11:42:54,3
TXN-0002040,CMP-000913,ACC-000891,ACC-000073,183695.6,2026-07-11 06:32:15,1
TXN-0002041,CMP-000913,ACC-000073,ACC-000025,178004.64,2026-07-11 12:05:15,2
TXN-0002042,CMP-000913,ACC-000025,ACC-000174,171044.11,2026-07-11 12:53:15,3
TXN-0002043,CMP-000914,ACC-001017,ACC-000096,3305.89,2026-08-28 06:06:09,1
TXN-0002044,CMP-000915,ACC-000650,ACC-001058,2792.71,2026-08-23 21:26:12,1
TXN-0002045,CMP-000915,ACC-001058,ACC-000006,2584.26,2026-08-24 01:49:12,2
TXN-0002046,CMP-000916,ACC-000695,ACC-000073,1587.47,2026-06-07 14:17:55,1
TXN-0002047,CMP-000916,ACC-000073,ACC-000138,1537.62,2026-06-07 17:30:55,2
TXN-0002048,CMP-000917,ACC-000661,ACC-000242,10391.78,2026-08-21 16:34:42,1
TXN-0002049,CMP-000917,ACC-000242,ACC-000065,9857.93,2026-08-21 21:34:42,2
TXN-0002050,CMP-000918,ACC-000582,ACC-000160,5623.01,2026-08-24 11:35:30,1
TXN-0002051,CMP-000918,ACC-000160,ACC-000990,5393.98,2026-08-24 12:16:30,2
TXN-0002052,CMP-000919,ACC-000594,ACC-000024,405804.43,2026-07-14 12:47:32,1
TXN-0002053,CMP-000919,ACC-000024,ACC-000153,397748.63,2026-07-14 17:27:32,2
TXN-0002054,CMP-000919,ACC-000153,ACC-000208,393743.08,2026-07-14 21:11:32,3
TXN-0002055,CMP-000920,ACC-000247,ACC-000535,24424.58,2026-07-06 09:36:07,1
TXN-0002056,CMP-000920,ACC-000535,ACC-000081,23450.23,2026-07-06 13:09:07,2
TXN-0002057,CMP-000921,ACC-001139,ACC-000003,6591.21,2026-06-13 00:47:04,1
TXN-0002058,CMP-000921,ACC-000003,ACC-000057,6456.16,2026-06-13 02:04:04,2
TXN-0002059,CMP-000922,ACC-000701,ACC-000692,2232.53,2026-07-14 08:26:58,1
TXN-0002060,CMP-000923,ACC-000303,ACC-000745,24515.26,2026-07-04 22:26:10,1
TXN-0002061,CMP-000924,ACC-000419,ACC-000011,64111.75,2026-08-20 09:06:40,1
TXN-0002062,CMP-000924,ACC-000011,ACC-000013,60121.5,2026-08-20 14:59:40,2
TXN-0002063,CMP-000925,ACC-000733,ACC-000198,3008.22,2026-06-15 11:24:30,1
TXN-0002064,CMP-000925,ACC-000198,ACC-000079,2909.55,2026-06-15 12:46:30,2
TXN-0002065,CMP-000925,ACC-000079,ACC-000008,2766.35,2026-06-15 16:26:30,3
TXN-0002066,CMP-000926,ACC-001072,ACC-000186,41350.99,2026-06-22 09:14:31,1
TXN-0002067,CMP-000926,ACC-000186,ACC-000170,38543.84,2026-06-22 12:50:31,2
TXN-0002068,CMP-000927,ACC-000857,ACC-000054,1018.18,2026-07-10 22:37:03,1
TXN-0002069,CMP-000927,ACC-000054,ACC-001122,1001.93,2026-07-11 03:51:03,2
TXN-0002070,CMP-000928,ACC-000304,ACC-000222,2021.57,2026-08-06 07:16:02,1
TXN-0002071,CMP-000928,ACC-000222,ACC-000048,1993.0,2026-08-06 11:38:02,2
TXN-0002072,CMP-000930,ACC-000950,ACC-000025,25435.08,2026-07-30 01:01:50,1
